"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"2749","Paragould city","Arkansas","Small","Walk",2,0,0.1,"AR","South","Paragould city, Arkansas",-90.4973286,36.0584021
"2750","Paramount city","California","Small","Walk",811,3.8,1.2,"CA","West","Paramount city, California",-118.1597911,33.8894598
"2751","Paramus borough","New Jersey","Small","Walk",123,1,0.5,"NJ","Northeast","Paramus borough, New Jersey",-74.0754189,40.9445428
"2752","Paris city","Texas","Small","Walk",242,2.4,0.9,"TX","South","Paris city, Texas",-95.555513,33.6609389
"2753","Park Forest village","Illinois","Small","Walk",56,0.6,0.6,"IL","North Central","Park Forest village, Illinois",-87.6744891,41.4914236
"2754","Park Ridge city","Illinois","Small","Walk",664,3.8,1.7,"IL","North Central","Park Ridge city, Illinois",-87.8406192,42.0111412
"2755","Parker town","Colorado","Small","Walk",111,0.5,0.3,"CO","West","Parker town, Colorado",-104.7613633,39.5186002
"2756","Parkersburg city","West Virginia","Small","Walk",372,3,1,"WV","South","Parkersburg city, West Virginia",-81.5615135,39.2667418
"2757","Parkland city","Florida","Small","Walk",110,0.9,0.9,"FL","South","Parkland city, Florida",-80.2532249,26.3107774
"2758","Parma city","Ohio","Small","Walk",646,1.6,0.4,"OH","North Central","Parma city, Ohio",-81.7229086,41.4047742
"2759","Parma Heights city","Ohio","Small","Walk",91,1,0.6,"OH","North Central","Parma Heights city, Ohio",-81.7595769,41.3900518
"2760","Pascagoula city","Mississippi","Small","Walk",333,3.6,1.5,"MS","South","Pascagoula city, Mississippi",-88.5561272,30.3657552
"2761","Pasco city","Washington","Small","Walk",422,1.7,0.8,"WA","West","Pasco city, Washington",-119.0922316,46.2305049
"2762","Passaic city","New Jersey","Small","Walk",2289,8.6,1.4,"NJ","Northeast","Passaic city, New Jersey",-74.1284764,40.8567662
"2763","Patterson city","California","Small","Walk",109,1.5,0.8,"CA","West","Patterson city, California",-121.129656,37.4716001
"2764","Pawtucket city","Rhode Island","Small","Walk",992,3,0.9,"RI","Northeast","Pawtucket city, Rhode Island",-71.382157,41.8789469
"2765","Peabody city","Massachusetts","Small","Walk",411,1.6,0.5,"MA","Northeast","Peabody city, Massachusetts",-70.9286609,42.5278731
"2766","Peachtree City city","Georgia","Small","Walk",167,1,0.6,"GA","South","Peachtree City city, Georgia",-84.5963432,33.3968557
"2767","Pearl city","Mississippi","Small","Walk",55,0.5,0.4,"MS","South","Pearl city, Mississippi",-90.1342608,32.2662515
"2768","Pearland city","Texas","Small","Walk",126,0.3,0.2,"TX","South","Pearland city, Texas",-95.2860474,29.5635666
"2769","Peekskill city","New York","Small","Walk",649,5.4,1.8,"NY","Northeast","Peekskill city, New York",-73.9204158,41.2900939
"2770","Pekin city","Illinois","Small","Walk",295,2,0.9,"IL","North Central","Pekin city, Illinois",-89.640658,40.5675388
"2771","Pelham city","Alabama","Small","Walk",203,1.8,1.4,"AL","South","Pelham city, Alabama",-86.8099885,33.2856687
"2772","Pensacola city","Florida","Small","Walk",683,2.8,0.9,"FL","South","Pensacola city, Florida",-87.2169149,30.421309
"2773","Perris city","California","Small","Walk",248,1.1,0.5,"CA","West","Perris city, California",-117.2286478,33.7825194
"2774","Perrysburg city","Ohio","Small","Walk",131,1.2,0.7,"OH","North Central","Perrysburg city, Ohio",-83.627157,41.556996
"2775","Perth Amboy city","New Jersey","Small","Walk",1050,4.9,1,"NJ","Northeast","Perth Amboy city, New Jersey",-74.2654234,40.5067723
"2776","Petaluma city","California","Small","Walk",798,2.8,0.7,"CA","West","Petaluma city, California",-122.6366524,38.232417
"2777","Petersburg city","Virginia","Small","Walk",323,2.7,1.1,"VA","South","Petersburg city, Virginia",-77.4019267,37.2279279
"2778","Pflugerville city","Texas","Small","Walk",103,0.4,0.4,"TX","South","Pflugerville city, Texas",-97.6222665,30.4548451
"2779","Pharr city","Texas","Small","Walk",228,1,0.6,"TX","South","Pharr city, Texas",-98.1836216,26.1947962
"2780","Phenix City city","Alabama","Small","Walk",75,0.5,0.5,"AL","South","Phenix City city, Alabama",-85.0007653,32.4709761
"2781","Pico Rivera city","California","Small","Walk",462,1.7,0.6,"CA","West","Pico Rivera city, California",-118.096735,33.9830688
"2782","Pine Bluff city","Arkansas","Small","Walk",383,2.2,0.7,"AR","South","Pine Bluff city, Arkansas",-92.0031955,34.2284312
"2783","Pinellas Park city","Florida","Small","Walk",173,0.8,0.4,"FL","South","Pinellas Park city, Florida",-82.6995443,27.8428025
"2784","Piqua city","Ohio","Small","Walk",237,2.6,1.1,"OH","North Central","Piqua city, Ohio",-84.2424449,40.1447732
"2785","Pittsburg city","California","Small","Walk",246,0.9,0.4,"CA","West","Pittsburg city, California",-121.8846806,38.0279762
"2786","Pittsburg city","Kansas","Small","Walk",295,3.3,1.3,"KS","North Central","Pittsburg city, Kansas",-94.70496,37.410884
"2787","Pittsfield city","Massachusetts","Small","Walk",1026,5.1,1.2,"MA","Northeast","Pittsfield city, Massachusetts",-73.2453824,42.4500845
"2788","Placentia city","California","Small","Walk",471,2,0.6,"CA","West","Placentia city, California",-117.8627548,33.8710729
"2789","Plainfield city","New Jersey","Small","Walk",1046,4.2,0.9,"NJ","Northeast","Plainfield city, New Jersey",-74.4073736,40.6337136
"2790","Plainfield town","Indiana","Small","Walk",119,1,0.6,"IN","North Central","Plainfield town, Indiana",-86.3994387,39.7042123
"2791","Plainfield village","Illinois","Small","Walk",173,0.9,0.6,"IL","North Central","Plainfield village, Illinois",-88.2120315,41.632223
"2792","Plainview city","Texas","Small","Walk",82,0.9,0.5,"TX","South","Plainview city, Texas",-101.7068417,34.1847936
"2793","Plant City city","Florida","Small","Walk",128,0.8,0.5,"FL","South","Plant City city, Florida",-82.1128641,28.0186323
"2794","Plantation city","Florida","Small","Walk",175,0.4,0.2,"FL","South","Plantation city, Florida",-80.2331036,26.1275862
"2795","Pleasant Grove city","Utah","Small","Walk",229,1.6,0.6,"UT","West","Pleasant Grove city, Utah",-111.73854,40.3641184
"2796","Pleasant Hill city","California","Small","Walk",237,1.5,0.8,"CA","West","Pleasant Hill city, California",-122.0607963,37.9479786
"2797","Pleasant Prairie village","Wisconsin","Small","Walk",28,0.3,0.5,"WI","North Central","Pleasant Prairie village, Wisconsin",-87.9334118,42.5530753
"2798","Pleasanton city","California","Small","Walk",893,2.7,1,"CA","West","Pleasanton city, California",-121.8757968,37.6604484
"2799","Pleasantville city","New Jersey","Small","Walk",235,2.6,1.1,"NJ","Northeast","Pleasantville city, New Jersey",-74.5240422,39.3898388
"2800","Plum borough","Pennsylvania","Small","Walk",109,0.8,0.5,"PA","Northeast","Plum borough, Pennsylvania",-79.7494911,40.5003456
"2801","Plymouth city","Minnesota","Small","Walk",633,1.7,0.8,"MN","North Central","Plymouth city, Minnesota",-93.4555093,45.0105194
"2802","Pocatello city","Idaho","Small","Walk",832,3.3,0.7,"ID","West","Pocatello city, Idaho",-112.4506191,42.8621042
"2803","Ponca City city","Oklahoma","Small","Walk",186,1.7,0.6,"OK","South","Ponca City city, Oklahoma",-97.0855948,36.706981
"2804","Pontiac city","Michigan","Small","Walk",436,2.1,0.7,"MI","North Central","Pontiac city, Michigan",-83.2910468,42.6389216
"2805","Pooler city","Georgia","Small","Walk",25,0.3,0.5,"GA","South","Pooler city, Georgia",-81.2470574,32.115481
"2806","Port Arthur city","Texas","Small","Walk",229,1.1,0.5,"TX","South","Port Arthur city, Texas",-93.939947,29.8849504
"2807","Port Chester village","New York","Small","Walk",1914,12.3,2.5,"NY","Northeast","Port Chester village, New York",-73.6656834,41.0017643
"2808","Port Hueneme city","California","Small","Walk",832,9,3.6,"CA","West","Port Hueneme city, California",-119.1951074,34.1477829
"2809","Port Huron city","Michigan","Small","Walk",425,3.8,1.3,"MI","North Central","Port Huron city, Michigan",-82.4249142,42.9708634
"2810","Port Orange city","Florida","Small","Walk",381,1.6,0.9,"FL","South","Port Orange city, Florida",-80.9956105,29.1383165
"2811","Portage city","Indiana","Small","Walk",195,1.2,0.7,"IN","North Central","Portage city, Indiana",-87.1761455,41.5758707
"2812","Portage city","Michigan","Small","Walk",143,0.6,0.3,"MI","North Central","Portage city, Michigan",-85.5800022,42.2011538
"2813","Porterville city","California","Small","Walk",203,1,0.5,"CA","West","Porterville city, California",-119.0167679,36.06523
"2814","Portland city","Maine","Small","Walk",4493,12.5,1.2,"ME","Northeast","Portland city, Maine",-70.2568189,43.6590993
"2815","Portsmouth city","New Hampshire","Small","Walk",701,5.7,2,"NH","Northeast","Portsmouth city, New Hampshire",-70.7625532,43.0717552
"2816","Portsmouth city","Ohio","Small","Walk",453,6.2,1.8,"OH","North Central","Portsmouth city, Ohio",-82.9976742,38.7317431
"2817","Portsmouth city","Virginia","Small","Walk",1650,3.8,0.8,"VA","South","Portsmouth city, Virginia",-76.2982742,36.8354258
"2818","Post Falls city","Idaho","Small","Walk",193,1.5,0.9,"ID","West","Post Falls city, Idaho",-116.9515856,47.7179578
"2819","Pottstown borough","Pennsylvania","Small","Walk",748,7,1.8,"PA","Northeast","Pottstown borough, Pennsylvania",-75.6496302,40.2453741
"2820","Poughkeepsie city","New York","Small","Walk",982,7.4,1.7,"NY","Northeast","Poughkeepsie city, New York",-73.9209701,41.7003713
"2821","Poway city","California","Small","Walk",393,1.7,0.6,"CA","West","Poway city, California",-117.0358646,32.9628232
"2822","Prairie Village city","Kansas","Small","Walk",111,1,0.6,"KS","North Central","Prairie Village city, Kansas",-94.6335684,38.9916726
"2823","Prattville city","Alabama","Small","Walk",113,0.7,0.6,"AL","South","Prattville city, Alabama",-86.4596966,32.4640245
"2824","Prescott city","Arizona","Small","Walk",584,4,1.5,"AZ","West","Prescott city, Arizona",-112.4685025,34.5400242
"2825","Prescott Valley town","Arizona","Small","Walk",273,1.7,1,"AZ","West","Prescott Valley town, Arizona",-112.315721,34.6100243
"2826","Prichard city","Alabama","Small","Walk",37,0.5,0.5,"AL","South","Prichard city, Alabama",-88.0896618,30.7451545
"2827","Prior Lake city","Minnesota","Small","Walk",47,0.4,0.3,"MN","North Central","Prior Lake city, Minnesota",-93.4227274,44.7132969
"2828","Pullman city","Washington","Small","Walk",3195,23.5,3.2,"WA","West","Pullman city, Washington",-117.1817377,46.7297771
"2829","Puyallup city","Washington","Small","Walk",503,2.7,1,"WA","West","Puyallup city, Washington",-122.2928974,47.1853785
"2830","Queen Creek town","Arizona","Small","Walk",46,0.4,0.4,"AZ","West","Queen Creek town, Arizona",-111.6345554,33.2486083
"2831","Quincy city","Illinois","Small","Walk",781,4.1,1,"IL","North Central","Quincy city, Illinois",-91.4098726,39.9356016
"2832","Quincy city","Massachusetts","Small","Walk",1263,2.6,0.7,"MA","Northeast","Quincy city, Massachusetts",-71.0022705,42.2528772
"2833","Racine city","Wisconsin","Small","Walk",824,2.5,0.7,"WI","North Central","Racine city, Wisconsin",-87.7828523,42.7261309
"2834","Radcliff city","Kentucky","Small","Walk",78,0.8,0.7,"KY","South","Radcliff city, Kentucky",-85.9491298,37.8403456
"2835","Rahway city","New Jersey","Small","Walk",350,2.7,1.3,"NJ","Northeast","Rahway city, New Jersey",-74.2776468,40.6081591
"2836","Ramsey city","Minnesota","Small","Walk",46,0.4,0.3,"MN","North Central","Ramsey city, Minnesota",-93.45,45.2611
"2837","Rancho Cordova city","California","Small","Walk",525,1.9,0.5,"CA","West","Rancho Cordova city, California",-121.302728,38.5890723
"2838","Rancho Palos Verdes city","California","Small","Walk",65,0.4,0.3,"CA","West","Rancho Palos Verdes city, California",-118.3870173,33.7444613
"2839","Rancho Santa Margarita city","California","Small","Walk",309,1.2,0.6,"CA","West","Rancho Santa Margarita city, California",-117.602832,33.640171
"2840","Rapid City city","South Dakota","Small","Walk",745,2.3,0.6,"SD","North Central","Rapid City city, South Dakota",-103.2310149,44.0805434
"2841","Raytown city","Missouri","Small","Walk",30,0.2,0.2,"MO","North Central","Raytown city, Missouri",-94.4635638,39.0086171
"2842","Reading city","Pennsylvania","Small","Walk",2350,7.8,1.1,"PA","Northeast","Reading city, Pennsylvania",-75.9268747,40.3356483
"2843","Redding city","California","Small","Walk",825,2.3,0.7,"CA","West","Redding city, California",-122.3916754,40.5865396
"2844","Redlands city","California","Small","Walk",1152,3.8,0.9,"CA","West","Redlands city, California",-117.1825381,34.0555693
"2845","Redmond city","Oregon","Small","Walk",322,3.1,1.4,"OR","West","Redmond city, Oregon",-121.1739212,44.2726203
"2846","Redmond city","Washington","Small","Walk",1279,4.4,0.9,"WA","West","Redmond city, Washington",-122.121512,47.6739881
"2847","Redondo Beach city","California","Small","Walk",698,1.9,0.6,"CA","West","Redondo Beach city, California",-118.3884078,33.8491816
"2848","Redwood City city","California","Small","Walk",1206,3.1,0.7,"CA","West","Redwood City city, California",-122.2363548,37.4852152
"2849","Reedley city","California","Small","Walk",163,1.8,1.4,"CA","West","Reedley city, California",-119.4504029,36.5963395
"2850","Renton city","Washington","Small","Walk",552,1.1,0.4,"WA","West","Renton city, Washington",-122.2079218,47.4796927
"2851","Revere city","Massachusetts","Small","Walk",523,2.1,0.7,"MA","Northeast","Revere city, Massachusetts",-71.0119948,42.4084302
"2852","Rexburg city","Idaho","Small","Walk",1929,18,3.7,"ID","West","Rexburg city, Idaho",-111.7924237,43.8231096
"2853","Reynoldsburg city","Ohio","Small","Walk",196,1.1,0.5,"OH","North Central","Reynoldsburg city, Ohio",-82.8121191,39.9547861
"2854","Richfield city","Minnesota","Small","Walk",627,3.3,0.9,"MN","North Central","Richfield city, Minnesota",-93.2830021,44.8832982
"2855","Richland city","Washington","Small","Walk",680,3,0.9,"WA","West","Richland city, Washington",-119.2751996,46.28042
"2856","Richmond city","Indiana","Small","Walk",447,3.2,1.1,"IN","North Central","Richmond city, Indiana",-84.8902382,39.8289369
"2857","Richmond city","Kentucky","Small","Walk",847,5.7,1.5,"KY","South","Richmond city, Kentucky",-84.2946539,37.7478572
"2858","Ridgecrest city","California","Small","Walk",115,0.9,0.7,"CA","West","Ridgecrest city, California",-117.6708966,35.6224561
"2859","Ridgeland city","Mississippi","Small","Walk",150,1.1,0.7,"MS","South","Ridgeland city, Mississippi",-90.1323087,32.4284761
"2860","Ridgewood village","New Jersey","Small","Walk",503,4.6,3,"NJ","Northeast","Ridgewood village, New Jersey",-74.1165313,40.9792645
"2861","Rio Rancho city","New Mexico","Small","Walk",179,0.5,0.2,"NM","West","Rio Rancho city, New Mexico",-106.6630437,35.2327544
"2862","Riverbank city","California","Small","Walk",203,2.3,1.2,"CA","West","Riverbank city, California",-120.9354895,37.7360396
"2863","Riverside city","Ohio","Small","Walk",108,1,0.7,"OH","North Central","Riverside city, Ohio",-84.1241047,39.779781
"2864","Riverton city","Utah","Small","Walk",257,1.4,0.6,"UT","West","Riverton city, Utah",-111.9391023,40.521893
"2865","Riviera Beach city","Florida","Small","Walk",369,2.8,1.3,"FL","South","Riviera Beach city, Florida",-80.0580969,26.7753405
"2866","Roanoke city","Virginia","Small","Walk",920,2.1,0.5,"VA","South","Roanoke city, Virginia",-79.9414266,37.2709704
"2867","Rochester city","New Hampshire","Small","Walk",389,2.5,1,"NH","Northeast","Rochester city, New Hampshire",-70.9756186,43.304526
"2868","Rochester Hills city","Michigan","Small","Walk",507,1.5,0.7,"MI","North Central","Rochester Hills city, Michigan",-83.1499322,42.6583661
"2869","Rock Hill city","South Carolina","Small","Walk",747,2.4,0.7,"SC","South","Rock Hill city, South Carolina",-81.0250784,34.9248667
"2870","Rock Island city","Illinois","Small","Walk",842,4.9,1,"IL","North Central","Rock Island city, Illinois",-90.5787476,41.5094771
"2871","Rock Springs city","Wyoming","Small","Walk",249,2.1,0.8,"WY","West","Rock Springs city, Wyoming",-109.2029043,41.5874644
"2872","Rockledge city","Florida","Small","Walk",11,0.1,0.1,"FL","South","Rockledge city, Florida",-80.7269854,28.3164498
"2873","Rocklin city","California","Small","Walk",206,0.8,0.3,"CA","West","Rocklin city, California",-121.2357828,38.7907339
"2874","Rockville Centre village","New York","Small","Walk",164,1.4,0.9,"NY","Northeast","Rockville Centre village, New York",-73.6412406,40.6587138
"2875","Rockville city","Maryland","Small","Walk",790,2.4,0.6,"MD","South","Rockville city, Maryland",-77.1527578,39.0839973
"2876","Rockwall city","Texas","Small","Walk",160,0.9,0.5,"TX","South","Rockwall city, Texas",-96.4597089,32.9312336
"2877","Rocky Mount city","North Carolina","Small","Walk",193,0.9,0.4,"NC","South","Rocky Mount city, North Carolina",-77.7905339,35.9382103
"2878","Rocky River city","Ohio","Small","Walk",92,1,0.6,"OH","North Central","Rocky River city, Ohio",-81.8497567,41.4768217
"2879","Rogers city","Arkansas","Small","Walk",655,2.5,0.8,"AR","South","Rogers city, Arkansas",-94.1185366,36.3320196
"2880","Rohnert Park city","California","Small","Walk",434,2.1,1.4,"CA","West","Rohnert Park city, California",-122.7010984,38.3396367
"2881","Rolling Meadows city","Illinois","Small","Walk",292,2.5,1.2,"IL","North Central","Rolling Meadows city, Illinois",-88.0131275,42.0841936
"2882","Rome city","Georgia","Small","Walk",386,2.8,1,"GA","South","Rome city, Georgia",-85.1646726,34.257038
"2883","Rome city","New York","Small","Walk",547,4,1.1,"NY","Northeast","Rome city, New York",-75.4557303,43.2128473
"2884","Romeoville village","Illinois","Small","Walk",293,1.6,0.6,"IL","North Central","Romeoville village, Illinois",-88.0895061,41.6475306
"2885","Romulus city","Michigan","Small","Walk",61,0.6,0.4,"MI","North Central","Romulus city, Michigan",-83.3965994,42.2222614
"2886","Roseburg city","Oregon","Small","Walk",187,2.3,1.3,"OR","West","Roseburg city, Oregon",-123.3417381,43.216505
"2887","Roselle borough","New Jersey","Small","Walk",201,2,1.1,"NJ","Northeast","Roselle borough, New Jersey",-74.2592769,40.6527292
"2888","Roselle village","Illinois","Small","Walk",165,1.4,0.9,"IL","North Central","Roselle village, Illinois",-88.0797933,41.9847504
"2889","Rosemead city","California","Small","Walk",305,1.3,0.5,"CA","West","Rosemead city, California",-118.072846,34.0805651
"2890","Rosemount city","Minnesota","Small","Walk",102,0.9,0.7,"MN","North Central","Rosemount city, Minnesota",-93.1257723,44.7394103
"2891","Rosenberg city","Texas","Small","Walk",186,1.3,0.9,"TX","South","Rosenberg city, Texas",-95.8085623,29.5571825
"2892","Roseville city","Michigan","Small","Walk",225,1.1,0.5,"MI","North Central","Roseville city, Michigan",-82.9371409,42.4972583
"2893","Roseville city","Minnesota","Small","Walk",281,1.6,0.7,"MN","North Central","Roseville city, Minnesota",-93.1566107,45.0060767
"2894","Roswell city","Georgia","Small","Walk",473,1,0.3,"GA","South","Roswell city, Georgia",-84.3615555,34.0232431
"2895","Roswell city","New Mexico","Small","Walk",385,2,0.9,"NM","West","Roswell city, New Mexico",-104.5230242,33.3942655
"2896","Round Lake Beach village","Illinois","Small","Walk",226,1.7,1.1,"IL","North Central","Round Lake Beach village, Illinois",-88.0900815,42.3716881
"2897","Rowlett city","Texas","Small","Walk",59,0.2,0.2,"TX","South","Rowlett city, Texas",-96.56388,32.9029017
"2898","Roy city","Utah","Small","Walk",96,0.6,0.3,"UT","West","Roy city, Utah",-112.0263313,41.1616108
"2899","Royal Oak city","Michigan","Small","Walk",550,1.7,0.5,"MI","North Central","Royal Oak city, Michigan",-83.1446485,42.4894801
"2900","Royal Palm Beach village","Florida","Small","Walk",109,0.7,0.6,"FL","South","Royal Palm Beach village, Florida",-80.2306019,26.7083984
"2901","Russellville city","Arkansas","Small","Walk",374,2.9,1.2,"AR","South","Russellville city, Arkansas",-93.1337856,35.2784173
"2902","Ruston city","Louisiana","Small","Walk",643,7,2.8,"LA","South","Ruston city, Louisiana",-92.637927,32.5232053
"2903","Saginaw city","Michigan","Small","Walk",354,2.2,0.6,"MI","North Central","Saginaw city, Michigan",-83.9508068,43.4194699
"2904","Saginaw city","Texas","Small","Walk",47,0.5,0.4,"TX","South","Saginaw city, Texas",-97.3639068,32.8601275
"2905","Sahuarita town","Arizona","Small","Walk",77,0.8,0.6,"AZ","West","Sahuarita town, Arizona",-110.955646,31.9575818
"2906","Salem city","Massachusetts","Small","Walk",1455,6.8,1.2,"MA","Northeast","Salem city, Massachusetts",-70.8967155,42.51954
"2907","Salem city","Virginia","Small","Walk",435,3.9,1.4,"VA","South","Salem city, Virginia",-80.0547626,37.2934681
"2908","Salina city","Kansas","Small","Walk",546,2.3,0.6,"KS","North Central","Salina city, Kansas",-97.6114237,38.8402805
"2909","Salisbury city","Maryland","Small","Walk",578,4.5,1.5,"MD","South","Salisbury city, Maryland",-75.5993692,38.3606736
"2910","Salisbury city","North Carolina","Small","Walk",167,1.4,0.7,"NC","South","Salisbury city, North Carolina",-80.4742261,35.6709727
"2911","Sammamish city","Washington","Small","Walk",223,1,0.5,"WA","West","Sammamish city, Washington",-122.0355736,47.6162683
"2912","San Angelo city","Texas","Small","Walk",2840,6.4,1.3,"TX","South","San Angelo city, Texas",-100.4370375,31.4637723
"2913","San Benito city","Texas","Small","Walk",313,3.9,1.8,"TX","South","San Benito city, Texas",-97.6311006,26.132576
"2914","San Bruno city","California","Small","Walk",339,1.5,0.6,"CA","West","San Bruno city, California",-122.4110835,37.6304904
"2915","San Carlos city","California","Small","Walk",215,1.5,0.6,"CA","West","San Carlos city, California",-122.2605222,37.5071591
"2916","San Clemente city","California","Small","Walk",473,1.6,0.6,"CA","West","San Clemente city, California",-117.6126004,33.4273521
"2917","San Dimas city","California","Small","Walk",315,2,1.2,"CA","West","San Dimas city, California",-117.8067257,34.1066756
"2918","San Fernando city","California","Small","Walk",220,2.2,1,"CA","West","San Fernando city, California",-118.4389719,34.2819461
"2919","San Gabriel city","California","Small","Walk",689,3.8,2.4,"CA","West","San Gabriel city, California",-118.1058333,34.0961111
"2920","San Jacinto city","California","Small","Walk",322,2.3,1,"CA","West","San Jacinto city, California",-116.958635,33.7839084
"2921","San Juan Capistrano city","California","Small","Walk",287,1.9,1,"CA","West","San Juan Capistrano city, California",-117.6627655,33.5019027
"2922","San Juan city","Texas","Small","Walk",180,1.5,1.3,"TX","South","San Juan city, Texas",-98.1552872,26.1892409
"2923","San Leandro city","California","Small","Walk",729,1.8,0.6,"CA","West","San Leandro city, California",-122.1568554,37.7257663
"2924","San Luis city","Arizona","Small","Walk",40,0.6,0.9,"AZ","West","San Luis city, Arizona",-114.7821796,32.4869996
"2925","San Luis Obispo city","California","Small","Walk",1865,8.2,1.6,"CA","West","San Luis Obispo city, California",-120.6596156,35.2827524
"2926","San Marcos city","California","Small","Walk",351,1,0.4,"CA","West","San Marcos city, California",-117.1661449,33.1433723
"2927","San Marcos city","Texas","Small","Walk",1044,5,1.2,"TX","South","San Marcos city, Texas",-97.9413941,29.8832749
"2928","San Mateo city","California","Small","Walk",1930,3.8,0.7,"CA","West","San Mateo city, California",-122.3255254,37.5629917
"2929","San Pablo city","California","Small","Walk",167,1.4,0.9,"CA","West","San Pablo city, California",-122.3455263,37.9621457
"2930","San Rafael city","California","Small","Walk",1340,4.6,1.4,"CA","West","San Rafael city, California",-122.5310874,37.9735346
"2931","San Ramon city","California","Small","Walk",557,1.6,0.8,"CA","West","San Ramon city, California",-121.9780153,37.7799273
"2932","Sandusky city","Ohio","Small","Walk",209,1.9,0.8,"OH","North Central","Sandusky city, Ohio",-82.7116821,41.4561754
"2933","Sandy city","Utah","Small","Walk",646,1.5,0.4,"UT","West","Sandy city, Utah",-111.8389726,40.5649781
"2934","Sandy Springs city","Georgia","Small","Walk",536,1,0.4,"GA","South","Sandy Springs city, Georgia",-84.3733147,33.9304352
"2935","Sanford city","Florida","Small","Walk",266,1.2,0.5,"FL","South","Sanford city, Florida",-81.269453,28.8028612
"2936","Sanford city","North Carolina","Small","Walk",189,1.6,0.8,"NC","South","Sanford city, North Carolina",-79.1802994,35.4798757
"2937","Sanger city","California","Small","Walk",146,1.6,0.9,"CA","West","Sanger city, California",-119.5559652,36.708006
"2938","Santa Barbara city","California","Small","Walk",3123,6.8,1.1,"CA","West","Santa Barbara city, California",-119.6981901,34.4208305
"2939","Santa Cruz city","California","Small","Walk",2745,9.4,1.5,"CA","West","Santa Cruz city, California",-122.0307963,36.9741171
"2940","Santa Fe city","New Mexico","Small","Walk",1268,3.8,0.6,"NM","West","Santa Fe city, New Mexico",-105.937799,35.6869752
"2941","Santa Monica city","California","Small","Walk",2635,5.5,0.9,"CA","West","Santa Monica city, California",-118.4911912,34.0194543
"2942","Santa Paula city","California","Small","Walk",241,2,0.9,"CA","West","Santa Paula city, California",-119.0592705,34.3541659
"2943","Santee city","California","Small","Walk",270,1.1,0.5,"CA","West","Santee city, California",-116.9739167,32.8383828
"2944","Sapulpa city","Oklahoma","Small","Walk",53,0.6,0.4,"OK","South","Sapulpa city, Oklahoma",-96.1141664,35.9987007
"2945","Sarasota city","Florida","Small","Walk",818,3.6,0.9,"FL","South","Sarasota city, Florida",-82.5306527,27.3364347
"2946","Saratoga city","California","Small","Walk",121,1,0.6,"CA","West","Saratoga city, California",-122.0230146,37.2638324
"2947","Saratoga Springs city","New York","Small","Walk",1332,9.8,1.9,"NY","Northeast","Saratoga Springs city, New York",-73.7845651,43.0831301
"2948","Saratoga Springs city","Utah","Small","Walk",26,0.4,0.4,"UT","West","Saratoga Springs city, Utah",-111.9044877,40.3301898
"2949","Savage city","Minnesota","Small","Walk",68,0.5,0.3,"MN","North Central","Savage city, Minnesota",-93.3591147,44.7647329
"2950","Sayreville borough","New Jersey","Small","Walk",241,1.1,0.6,"NJ","Northeast","Sayreville borough, New Jersey",-74.360846,40.4594021
"2951","Schaumburg village","Illinois","Small","Walk",300,0.7,0.3,"IL","North Central","Schaumburg village, Illinois",-88.0834059,42.0333607
"2952","Schenectady city","New York","Small","Walk",2068,7,1.1,"NY","Northeast","Schenectady city, New York",-73.9395687,42.8142432
"2953","Schererville town","Indiana","Small","Walk",98,0.6,0.4,"IN","North Central","Schererville town, Indiana",-87.4547605,41.4789246
"2954","Schertz city","Texas","Small","Walk",71,0.5,0.3,"TX","South","Schertz city, Texas",-98.269734,29.5521737
"2955","Scranton city","Pennsylvania","Small","Walk",2561,7.8,0.9,"PA","Northeast","Scranton city, Pennsylvania",-75.6624122,41.408969
"2956","Seal Beach city","California","Small","Walk",321,3.5,1.4,"CA","West","Seal Beach city, California",-118.1047682,33.7414085
"2957","Searcy city","Arkansas","Small","Walk",613,6.3,2.1,"AR","South","Searcy city, Arkansas",-91.7336846,35.2468204
"2958","Seaside city","California","Small","Walk",505,3.2,1,"CA","West","Seaside city, California",-121.822098,36.6149217
"2959","SeaTac city","Washington","Small","Walk",234,1.9,1,"WA","West","SeaTac city, Washington",-122.2960726,47.4435903
"2960","Sebastian city","Florida","Small","Walk",35,0.4,0.4,"FL","South","Sebastian city, Florida",-80.4706078,27.816415
"2961","Sedalia city","Missouri","Small","Walk",160,1.7,0.8,"MO","North Central","Sedalia city, Missouri",-93.2282613,38.7044609
"2962","Seguin city","Texas","Small","Walk",350,3.3,1.4,"TX","South","Seguin city, Texas",-97.9647269,29.5688411
"2963","Selma city","Alabama","Small","Walk",175,3,1.5,"AL","South","Selma city, Alabama",-87.0211007,32.4073589
"2964","Selma city","California","Small","Walk",101,1.1,0.7,"CA","West","Selma city, California",-119.6120765,36.5707838
"2965","Shaker Heights city","Ohio","Small","Walk",247,1.8,0.7,"OH","North Central","Shaker Heights city, Ohio",-81.5370671,41.4739419
"2966","Shakopee city","Minnesota","Small","Walk",275,1.4,0.7,"MN","North Central","Shakopee city, Minnesota",-93.5272861,44.7973962
"2967","Shawnee city","Kansas","Small","Walk",170,0.5,0.3,"KS","North Central","Shawnee city, Kansas",-94.7151865,39.0228485
"2968","Shawnee city","Oklahoma","Small","Walk",386,3,0.9,"OK","South","Shawnee city, Oklahoma",-96.9253004,35.3272928
