"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"2969","Sheboygan city","Wisconsin","Small","Walk",666,2.8,0.8,"WI","North Central","Sheboygan city, Wisconsin",-87.71453,43.7508284
"2970","Shelby city","North Carolina","Small","Walk",151,2.1,1.2,"NC","South","Shelby city, North Carolina",-81.5356463,35.2923513
"2971","Shelbyville city","Tennessee","Small","Walk",16,0.2,0.3,"TN","South","Shelbyville city, Tennessee",-86.4602717,35.483406
"2972","Shelton city","Connecticut","Small","Walk",116,0.6,0.3,"CT","Northeast","Shelton city, Connecticut",-73.0931641,41.3164856
"2973","Sherman city","Texas","Small","Walk",454,2.8,0.9,"TX","South","Sherman city, Texas",-96.6088805,33.6356618
"2974","Sherwood city","Arkansas","Small","Walk",143,0.9,0.7,"AR","South","Sherwood city, Arkansas",-92.2243153,34.8150907
"2975","Shoreline city","Washington","Small","Walk",560,2.2,0.7,"WA","West","Shoreline city, Washington",-122.3456972,47.7559659
"2976","Shoreview city","Minnesota","Small","Walk",103,0.8,0.8,"MN","North Central","Shoreview city, Minnesota",-93.1471667,45.0791325
"2977","Sidney city","Ohio","Small","Walk",124,1.3,0.7,"OH","North Central","Sidney city, Ohio",-84.1554987,40.2842164
"2978","Sierra Vista city","Arizona","Small","Walk",1128,5.5,1.8,"AZ","West","Sierra Vista city, Arizona",-110.2772856,31.5455001
"2979","Sioux City city","Iowa","Small","Walk",715,1.8,0.4,"IA","North Central","Sioux City city, Iowa",-96.4049408,42.4963416
"2980","Skokie village","Illinois","Small","Walk",472,1.6,0.6,"IL","North Central","Skokie village, Illinois",-87.7416246,42.0324025
"2981","Slidell city","Louisiana","Small","Walk",152,1.3,0.7,"LA","South","Slidell city, Louisiana",-89.7811745,30.2751945
"2982","Smyrna city","Georgia","Small","Walk",305,1.1,0.5,"GA","South","Smyrna city, Georgia",-84.5143761,33.8839926
"2983","Smyrna town","Tennessee","Small","Walk",92,0.5,0.4,"TN","South","Smyrna town, Tennessee",-86.5186045,35.9828412
"2984","Socorro city","Texas","Small","Walk",128,1.1,0.7,"TX","South","Socorro city, Texas",-106.3033145,31.654557
"2985","Soledad city","California","Small","Walk",78,1.3,1.2,"CA","West","Soledad city, California",-121.3263187,36.424687
"2986","Solon city","Ohio","Small","Walk",77,0.7,0.4,"OH","North Central","Solon city, Ohio",-81.4412259,41.3897764
"2987","Somerville city","Massachusetts","Small","Walk",4627,10.1,1,"MA","Northeast","Somerville city, Massachusetts",-71.0994968,42.3875968
"2988","South El Monte city","California","Small","Walk",490,5.9,2.1,"CA","West","South El Monte city, California",-118.0467339,34.0519548
"2989","South Elgin village","Illinois","Small","Walk",79,0.7,0.5,"IL","North Central","South Elgin village, Illinois",-88.2922996,41.9941938
"2990","South Euclid city","Ohio","Small","Walk",182,1.6,0.7,"OH","North Central","South Euclid city, Ohio",-81.5184553,41.5231076
"2991","South Gate city","California","Small","Walk",779,2.1,0.5,"CA","West","South Gate city, California",-118.2120161,33.954737
"2992","South Holland village","Illinois","Small","Walk",91,1,0.7,"IL","North Central","South Holland village, Illinois",-87.6069894,41.6008681
"2993","South Jordan city","Utah","Small","Walk",235,1,0.4,"UT","West","South Jordan city, Utah",-111.929658,40.5621704
"2994","South Lake Tahoe city","California","Small","Walk",863,8.2,2,"CA","West","South Lake Tahoe city, California",-119.9771868,38.939926
"2995","South Milwaukee city","Wisconsin","Small","Walk",188,1.9,0.8,"WI","North Central","South Milwaukee city, Wisconsin",-87.8606367,42.9105722
"2996","South Pasadena city","California","Small","Walk",155,1.2,0.6,"CA","West","South Pasadena city, California",-118.1503488,34.1161196
"2997","South Plainfield borough","New Jersey","Small","Walk",107,0.9,0.5,"NJ","Northeast","South Plainfield borough, New Jersey",-74.4173877,40.56829
"2998","South Portland city","Maine","Small","Walk",373,2.7,0.9,"ME","Northeast","South Portland city, Maine",-70.2408811,43.6414716
"2999","South Salt Lake city","Utah","Small","Walk",242,2.3,1.1,"UT","West","South Salt Lake city, Utah",-111.8882691,40.7188354
"3000","South San Francisco city","California","Small","Walk",1186,3.8,1.2,"CA","West","South San Francisco city, California",-122.4077498,37.654656
"3001","South St. Paul city","Minnesota","Small","Walk",180,1.7,0.9,"MN","North Central","South St. Paul city, Minnesota",-93.0275802,44.8759802
"3002","Southaven city","Mississippi","Small","Walk",40,0.2,0.2,"MS","South","Southaven city, Mississippi",-90.0022958,34.9918587
"3003","Southfield city","Michigan","Small","Walk",499,1.6,0.6,"MI","North Central","Southfield city, Michigan",-83.2218731,42.4733688
"3004","Southgate city","Michigan","Small","Walk",157,1.2,0.6,"MI","North Central","Southgate city, Michigan",-83.1938147,42.2139284
"3005","Southlake city","Texas","Small","Walk",121,1.1,0.5,"TX","South","Southlake city, Texas",-97.1341783,32.9412363
"3006","Spanish Fork city","Utah","Small","Walk",96,0.7,0.4,"UT","West","Spanish Fork city, Utah",-111.654923,40.114955
"3007","Sparks city","Nevada","Small","Walk",542,1.3,0.4,"NV","West","Sparks city, Nevada",-119.7526886,39.5349112
"3008","Spartanburg city","South Carolina","Small","Walk",554,3.7,1.1,"SC","South","Spartanburg city, South Carolina",-81.9320482,34.9495672
"3009","Spokane Valley city","Washington","Small","Walk",484,1.2,0.4,"WA","West","Spokane Valley city, Washington",-117.2393748,47.6732281
"3010","Spring Hill city","Tennessee","Small","Walk",138,1,1.1,"TN","South","Spring Hill city, Tennessee",-86.9300023,35.751179
"3011","Spring Valley village","New York","Small","Walk",687,4.9,1.8,"NY","Northeast","Spring Valley village, New York",-74.0437521,41.1131514
"3012","Springdale city","Arkansas","Small","Walk",390,1.3,0.5,"AR","South","Springdale city, Arkansas",-94.1288141,36.1867442
"3013","Springfield city","Ohio","Small","Walk",1068,4.6,1,"OH","North Central","Springfield city, Ohio",-83.8088171,39.9242266
"3014","Springfield city","Oregon","Small","Walk",735,2.8,0.8,"OR","West","Springfield city, Oregon",-123.0220289,44.0462362
"3015","Springville city","Utah","Small","Walk",189,1.5,0.6,"UT","West","Springville city, Utah",-111.6107526,40.1652335
"3016","St. Charles city","Illinois","Small","Walk",402,2.3,1.2,"IL","North Central","St. Charles city, Illinois",-88.3086867,41.9141945
"3017","St. Charles city","Missouri","Small","Walk",747,2.2,0.6,"MO","North Central","St. Charles city, Missouri",-90.4974359,38.7881062
"3018","St. Clair Shores city","Michigan","Small","Walk",231,0.8,0.4,"MI","North Central","St. Clair Shores city, Michigan",-82.8963604,42.4974085
"3019","St. Cloud city","Florida","Small","Walk",154,1,0.7,"FL","South","St. Cloud city, Florida",-81.2811801,28.2489016
"3020","St. Cloud city","Minnesota","Small","Walk",1220,3.6,0.8,"MN","North Central","St. Cloud city, Minnesota",-94.1632404,45.5579451
"3021","St. George city","Utah","Small","Walk",887,3.2,0.8,"UT","West","St. George city, Utah",-113.5684164,37.0965278
"3022","St. Joseph city","Missouri","Small","Walk",804,2.3,0.6,"MO","North Central","St. Joseph city, Missouri",-94.846681,39.7674578
"3023","St. Louis Park city","Minnesota","Small","Walk",423,1.6,0.6,"MN","North Central","St. Louis Park city, Minnesota",-93.3702186,44.9597376
"3024","St. Peters city","Missouri","Small","Walk",202,0.7,0.3,"MO","North Central","St. Peters city, Missouri",-90.6298922,38.7874699
"3025","Stanton city","California","Small","Walk",581,3.4,2.1,"CA","West","Stanton city, California",-117.9931203,33.8028875
"3026","Starkville city","Mississippi","Small","Walk",419,4.1,1.4,"MS","South","Starkville city, Mississippi",-88.8183872,33.4503998
"3027","State College borough","Pennsylvania","Small","Walk",5486,36.2,3.2,"PA","Northeast","State College borough, Pennsylvania",-77.8600012,40.7933949
"3028","Statesboro city","Georgia","Small","Walk",498,4.5,1.9,"GA","South","Statesboro city, Georgia",-81.7831674,32.4487876
"3029","Statesville city","North Carolina","Small","Walk",83,0.8,0.5,"NC","South","Statesville city, North Carolina",-80.8872959,35.7826363
"3030","Staunton city","Virginia","Small","Walk",785,7.1,1.7,"VA","South","Staunton city, Virginia",-79.0716958,38.149576
"3031","Stevens Point city","Wisconsin","Small","Walk",1558,11.7,1.9,"WI","North Central","Stevens Point city, Wisconsin",-89.574563,44.5235792
"3032","Stillwater city","Oklahoma","Small","Walk",1977,8.7,1.2,"OK","South","Stillwater city, Oklahoma",-97.0583681,36.1156071
"3033","Stockbridge city","Georgia","Small","Walk",26,0.2,0.3,"GA","South","Stockbridge city, Georgia",-84.2338093,33.5442781
"3034","Stow city","Ohio","Small","Walk",234,1.3,0.7,"OH","North Central","Stow city, Ohio",-81.4403898,41.1595005
"3035","Streamwood village","Illinois","Small","Walk",119,0.6,0.3,"IL","North Central","Streamwood village, Illinois",-88.1784085,42.0255827
"3036","Strongsville city","Ohio","Small","Walk",234,1,0.4,"OH","North Central","Strongsville city, Ohio",-81.83569,41.3144966
"3037","Suffolk city","Virginia","Small","Walk",247,0.6,0.2,"VA","South","Suffolk city, Virginia",-76.5835621,36.7282054
"3038","Sugar Land city","Texas","Small","Walk",376,1,0.5,"TX","South","Sugar Land city, Texas",-95.6225521,29.5984434
"3039","Suisun City city","California","Small","Walk",167,1.3,0.8,"CA","West","Suisun City city, California",-122.040244,38.2382474
"3040","Sulphur city","Louisiana","Small","Walk",100,1.2,1,"LA","South","Sulphur city, Louisiana",-93.3773783,30.2365943
"3041","Summerville town","South Carolina","Small","Walk",263,1.4,0.7,"SC","South","Summerville town, South Carolina",-80.1756481,33.0185039
"3042","Summit city","New Jersey","Small","Walk",603,6.2,2.4,"NJ","Northeast","Summit city, New Jersey",-74.3646122,40.7146376
"3043","Sumter city","South Carolina","Small","Walk",568,3.4,0.9,"SC","South","Sumter city, South Carolina",-80.3414693,33.9204354
"3044","Sun Prairie city","Wisconsin","Small","Walk",188,1.1,0.5,"WI","North Central","Sun Prairie city, Wisconsin",-89.2137254,43.1836046
"3045","Sunny Isles Beach city","Florida","Small","Walk",364,3.9,1.9,"FL","South","Sunny Isles Beach city, Florida",-80.1233802,25.9428707
"3046","Sunrise city","Florida","Small","Walk",309,0.7,0.3,"FL","South","Sunrise city, Florida",-80.256595,26.1669711
"3047","Superior city","Wisconsin","Small","Walk",545,3.9,1.1,"WI","North Central","Superior city, Wisconsin",-92.1040796,46.7207737
"3048","Sweetwater city","Florida","Small","Walk",172,2.3,1.5,"FL","South","Sweetwater city, Florida",-80.3766269,25.789804
"3049","Syracuse city","Utah","Small","Walk",20,0.2,0.2,"UT","West","Syracuse city, Utah",-112.0646657,41.0893878
"3050","Tamarac city","Florida","Small","Walk",73,0.3,0.2,"FL","South","Tamarac city, Florida",-80.2497707,26.2128609
"3051","Tarpon Springs city","Florida","Small","Walk",88,1,0.7,"FL","South","Tarpon Springs city, Florida",-82.7567679,28.1461248
"3052","Taunton city","Massachusetts","Small","Walk",379,1.4,0.5,"MA","Northeast","Taunton city, Massachusetts",-71.0897674,41.900101
"3053","Taylor city","Michigan","Small","Walk",354,1.5,0.5,"MI","North Central","Taylor city, Michigan",-83.2696509,42.240872
"3054","Taylorsville city","Utah","Small","Walk",327,1.1,0.5,"UT","West","Taylorsville city, Utah",-111.9388258,40.6677248
"3055","Temple City city","California","Small","Walk",128,0.8,0.4,"CA","West","Temple City city, California",-118.0578456,34.1072305
"3056","Temple city","Texas","Small","Walk",437,1.4,0.5,"TX","South","Temple city, Texas",-97.342782,31.0982344
"3057","Temple Terrace city","Florida","Small","Walk",176,1.4,0.8,"FL","South","Temple Terrace city, Florida",-82.3892596,28.0352964
"3058","Terre Haute city","Indiana","Small","Walk",1486,6.2,1.1,"IN","North Central","Terre Haute city, Indiana",-87.4139092,39.4667034
"3059","Texarkana city","Arkansas","Small","Walk",104,0.8,0.4,"AR","South","Texarkana city, Arkansas",-94.0376881,33.4417915
"3060","Texarkana city","Texas","Small","Walk",161,1.1,0.8,"TX","South","Texarkana city, Texas",-94.0476882,33.425125
"3061","Texas City city","Texas","Small","Walk",452,2.4,0.9,"TX","South","Texas City city, Texas",-94.9027002,29.383845
"3062","The Colony city","Texas","Small","Walk",94,0.5,0.4,"TX","South","The Colony city, Texas",-96.8928309,33.0806083
"3063","Thomasville city","North Carolina","Small","Walk",197,1.8,0.9,"NC","South","Thomasville city, North Carolina",-80.0819879,35.8826369
"3064","Tigard city","Oregon","Small","Walk",629,2.5,0.7,"OR","West","Tigard city, Oregon",-122.7872475,45.4186785
"3065","Tinley Park village","Illinois","Small","Walk",334,1.2,0.7,"IL","North Central","Tinley Park village, Illinois",-87.7932939,41.5731442
"3066","Titusville city","Florida","Small","Walk",166,1,0.6,"FL","South","Titusville city, Florida",-80.8075537,28.6122187
"3067","Tooele city","Utah","Small","Walk",241,1.8,0.9,"UT","West","Tooele city, Utah",-112.29828,40.5307776
"3068","Torrington city","Connecticut","Small","Walk",449,2.6,1.1,"CT","Northeast","Torrington city, Connecticut",-73.1211715,41.8003049
"3069","Tracy city","California","Small","Walk",412,1.2,0.5,"CA","West","Tracy city, California",-121.4252227,37.7396513
"3070","Trenton city","New Jersey","Small","Walk",1880,5.7,1.2,"NJ","Northeast","Trenton city, New Jersey",-74.759717,40.2205824
"3071","Trotwood city","Ohio","Small","Walk",140,1.5,0.9,"OH","North Central","Trotwood city, Ohio",-84.3113334,39.7972788
"3072","Troy city","Michigan","Small","Walk",326,0.9,0.3,"MI","North Central","Troy city, Michigan",-83.1497751,42.6064095
"3073","Troy city","New York","Small","Walk",2739,12.2,1.7,"NY","Northeast","Troy city, New York",-73.6917851,42.7284117
"3074","Troy city","Ohio","Small","Walk",215,1.8,0.7,"OH","North Central","Troy city, Ohio",-84.2032767,40.0394982
"3075","Trussville city","Alabama","Small","Walk",38,0.4,0.5,"AL","South","Trussville city, Alabama",-86.6088756,33.6198251
"3076","Tualatin city","Oregon","Small","Walk",312,2.4,1,"OR","West","Tualatin city, Oregon",-122.7821817,45.3779988
"3077","Tulare city","California","Small","Walk",387,1.7,0.7,"CA","West","Tulare city, California",-119.3473379,36.2077288
"3078","Tupelo city","Mississippi","Small","Walk",139,0.9,0.7,"MS","South","Tupelo city, Mississippi",-88.7033859,34.2576066
"3079","Turlock city","California","Small","Walk",552,2,0.7,"CA","West","Turlock city, California",-120.8465941,37.4946568
"3080","Tuscaloosa city","Alabama","Small","Walk",972,2.6,0.6,"AL","South","Tuscaloosa city, Alabama",-87.5691735,33.2098407
"3081","Tustin city","California","Small","Walk",693,1.8,0.5,"CA","West","Tustin city, California",-117.8236391,33.7420005
"3082","Twentynine Palms city","California","Small","Walk",1951,15,3,"CA","West","Twentynine Palms city, California",-116.0541689,34.1355582
"3083","Twin Falls city","Idaho","Small","Walk",342,1.8,0.7,"ID","West","Twin Falls city, Idaho",-114.4700518,42.5558381
"3084","Tyler city","Texas","Small","Walk",788,1.8,0.7,"TX","South","Tyler city, Texas",-95.3010624,32.3512601
"3085","Union City city","California","Small","Walk",361,1.2,0.5,"CA","West","Union City city, California",-122.0438609,37.5933562
"3086","Union City city","Georgia","Small","Walk",74,0.9,1.1,"GA","South","Union City city, Georgia",-84.5424299,33.5870558
"3087","Union City city","New Jersey","Small","Walk",3936,12.7,1.3,"NJ","Northeast","Union City city, New Jersey",-74.0237512,40.7795455
"3088","University City city","Missouri","Small","Walk",750,4.4,1.3,"MO","North Central","University City city, Missouri",-90.3324856,38.6682407
"3089","University Park city","Texas","Small","Walk",685,7.4,1.5,"TX","South","University Park city, Texas",-96.797592,32.8550377
"3090","University Place city","Washington","Small","Walk",243,1.7,0.8,"WA","West","University Place city, Washington",-122.5504041,47.2356536
"3091","Upland city","California","Small","Walk",353,1.1,0.5,"CA","West","Upland city, California",-117.6483876,34.09751
"3092","Upper Arlington city","Ohio","Small","Walk",219,1.3,0.5,"OH","North Central","Upper Arlington city, Ohio",-83.0624078,39.9945084
"3093","Urbana city","Illinois","Small","Walk",3220,16.6,2.3,"IL","North Central","Urbana city, Illinois",-88.2072697,40.1105875
"3094","Urbandale city","Iowa","Small","Walk",116,0.5,0.4,"IA","North Central","Urbandale city, Iowa",-93.7121656,41.6266555
"3095","Utica city","New York","Small","Walk",1694,7.2,1,"NY","Northeast","Utica city, New York",-75.232664,43.100903
"3096","Vacaville city","California","Small","Walk",678,1.7,0.8,"CA","West","Vacaville city, California",-121.9877444,38.3565773
"3097","Valdosta city","Georgia","Small","Walk",529,2.3,0.7,"GA","South","Valdosta city, Georgia",-83.2784851,30.8327022
"3098","Valley Stream village","New York","Small","Walk",501,2.8,1,"NY","Northeast","Valley Stream village, New York",-73.7084645,40.6642699
"3099","Valparaiso city","Indiana","Small","Walk",394,2.8,1,"IN","North Central","Valparaiso city, Indiana",-87.0611412,41.4730948
